date,prediction,superior,inferior,std
2022-12,5.267449999999999,6.201001609320573,4.333898390679425,0.38006888908575326
2023-01,5.375060783909657,6.32768428199977,4.4224372858195435,0.38006888908575326
2023-02,5.3806926917201165,6.334314334377336,4.4270710490628975,0.38006888908575326
2023-03,5.3785776008161825,6.3318243853319425,4.425330816300423,0.38006888908575326
2023-04,5.391488526118682,6.347023517469621,4.435953534767743,0.38006888908575326
2023-05,5.4718216952752,6.441594156245764,4.5020492343046365,0.38006888908575326
2023-06,5.491792363048396,6.4651042309499935,4.5184804951467985,0.38006888908575326
2023-07,5.52364711446506,6.502604608703791,4.544689620226329,0.38006888908575326
2023-08,5.6455251851898645,6.646083163356497,4.644967207023232,0.38006888908575326
2023-09,5.711882464233528,6.724200961178953,4.699563967288103,0.38006888908575326
2023-10,5.664648244191601,6.668595407354048,4.660701081029154,0.38006888908575326
2023-11,5.8867559237070015,6.930067291874539,4.843444555539464,0.38006888908575326
2023-12,5.943224447868013,6.996543748072203,4.889905147663822,0.38006888908575326
2024-01,5.8571696328490965,6.8952374145669815,4.819101851131212,0.38006888908575326
2024-02,5.85738061874195,6.895485793547537,4.819275443936363,0.38006888908575326
2024-03,5.905115021213474,6.951680177271326,4.858549865155622,0.38006888908575326
2024-04,5.940402011126714,6.993221090092536,4.887582932160893,0.38006888908575326
2024-05,6.142398341801843,7.231017285897589,5.053779397706097,0.38006888908575326
2024-06,6.028656389115694,7.097116815716747,4.960195962514641,0.38006888908575326
2024-07,6.057499846798854,7.131072207322106,4.9839274862756024,0.38006888908575326
2024-08,6.223622995758165,7.326637407569301,5.120608583947028,0.38006888908575326
2024-09,6.282097787850679,7.395475703114653,5.168719872586705,0.38006888908575326
2024-10,6.223080739102346,7.3259990466175315,5.12016243158716,0.38006888908575326
2024-11,6.2713080988105006,7.382773754524308,5.159842443096693,0.38006888908575326
2024-12,6.4769462308730805,7.624857189176319,5.329035272569842,0.38006888908575326
2025-01,6.483153222166589,7.632164247240484,5.334142197092694,0.38006888908575326
2025-02,6.539669701656321,7.6986971579029415,5.380642245409701,0.38006888908575326
2025-03,6.685352072005263,7.870198854736024,5.500505289274502,0.38006888908575326
2025-04,6.730632495566454,7.923504340193629,5.537760650939278,0.38006888908575326
2025-05,6.879439761668135,8.098684758911437,5.6601947644248325,0.38006888908575326
2025-06,6.959957976199027,8.193473238704446,5.726442713693608,0.38006888908575326
2025-07,7.04438866843156,8.292867605696062,5.795909731167058,0.38006888908575326
2025-08,7.077157375092256,8.331443919232655,5.822870830951857,0.38006888908575326
2025-09,7.228241050714745,8.509304196155478,5.947177905274012,0.38006888908575326
2025-10,7.179121094317577,8.451478696403493,5.906763492231661,0.38006888908575326
2025-11,7.29105821255827,8.583254460834716,5.998861964281825,0.38006888908575326
2025-12,7.316190448157403,8.612840889447432,6.019540006867375,0.38006888908575326
2026-01,7.428868284330237,8.745488649453222,6.1122479192072525,0.38006888908575326
2026-02,7.526101196885173,8.85995417778896,6.192248215981386,0.38006888908575326
2026-03,7.610634310266865,8.959469118058113,6.261799502475617,0.38006888908575326
2026-04,7.613641132303042,8.96300883998908,6.264273424617003,0.38006888908575326
2026-05,7.62284560109375,8.973844619310027,6.2718465828774725,0.38006888908575326
2026-06,7.691289944447297,9.054419372422867,6.328160516471725,0.38006888908575326
2026-07,7.635413618230923,8.988640069574117,6.282187166887729,0.38006888908575326
2026-08,7.794457054652399,9.175870817887143,6.413043291417655,0.38006888908575326
2026-09,7.749632570785416,9.123102078440898,6.376163063129935,0.38006888908575326
2026-10,7.864155057684692,9.257921417127701,6.470388698241683,0.38006888908575326
2026-11,7.829964445725551,9.217671193626332,6.442257697824771,0.38006888908575326
2026-12,8.01644108104683,9.437197134210093,6.595685027883567,0.38006888908575326
2027-01,8.142303322405468,9.585365975151651,6.699240669659284,0.38006888908575326
2027-02,8.127226633857891,9.567617240954506,6.686836026761275,0.38006888908575326
2027-03,8.122445483708981,9.561988726252366,6.682902241165597,0.38006888908575326
2027-04,8.269935385491172,9.735618303810746,6.8042524671715965,0.38006888908575326
2027-05,8.205281652531399,9.659505972012223,6.751057333050575,0.38006888908575326
2027-06,8.234741596158187,9.694187109534214,6.775296082782161,0.38006888908575326
2027-07,8.315459122025434,9.789210224666427,6.841708019384442,0.38006888908575326
2027-08,8.23607125753243,9.695752427158782,6.776390087906078,0.38006888908575326
2027-09,8.424881334621956,9.918025366035865,6.931737303208047,0.38006888908575326
2027-10,8.46700309877461,9.967612382010962,6.966393815538257,0.38006888908575326
2027-11,8.376923019849006,9.861567385972007,6.892278653726004,0.38006888908575326
