prediction,superior,inferior
5.2616,6.688516108558938,3.834683891441061
5.329570933159056,6.774920373677558,3.884221492640554
5.310715284084495,6.750951179407272,3.8704793887617175
5.188906026012303,6.596107940698996,3.78170411132561
5.088772676527487,6.4688189941745255,3.7087263588804484
5.256594333996859,6.682152934297103,3.8310357336966154
5.285320068817386,6.718668925645227,3.8519712119895453
5.389930316854611,6.851648880244079,3.928211753465142
5.273026929426067,6.703041956502077,3.8430119023500575
5.3981014815197,6.86203601846974,3.93416694456966
5.225537324990204,6.642673440412225,3.8084012095681823
5.461210476110925,6.942259814827953,3.980161137393898
5.55000818691449,7.055138961686855,4.044877412142125
5.5224803755744265,7.020145763879841,4.024814987269012
5.5570209191291715,7.064053507145063,4.04998833111328
5.610749931173617,7.132353522835391,4.089146339511842
5.450451785165259,6.92858342785496,3.972320142475558
5.74597007528215,7.304244603888984,4.187695546675316
5.617438215944132,7.140855632540846,4.094020799347418
5.753768242064215,7.314157589319095,4.193378894809335
6.01201869637582,7.6424441036314406,4.3815932891202
5.899748751181814,7.499727185405589,4.29977031695804
6.072733099351485,7.71962390869535,4.425842290007619
5.926898650184755,7.534239983190848,4.3195573171786625
6.2778717641398964,7.980395017089292,4.575348511190501
6.367548610188673,8.09439171569086,4.640705504686488
6.6547033692034825,8.459421218374436,4.849985520032528
6.665055128297619,8.47258031588338,4.857529940711859
6.84559063245175,8.702076025876863,4.989105239026637
6.748761499455132,8.578987380630993,4.9185356182792725
7.251613829478525,9.218210413470405,5.285017245486644
7.080406079528616,9.000572091771664,5.160240067285567
7.145069071126843,9.082771320320463,5.207366821933224
7.039162711783461,8.948143756372795,5.130181667194126
7.11409095900014,9.04339211970236,5.184789798297919
7.228581996655631,9.188932478080874,5.268231515230388
7.144167652871072,9.081625442541029,5.206709863201117
7.120152355516349,9.051097332610798,5.189207378421901
7.3329153271290135,9.321560416641544,5.344270237616483
7.202687783924151,9.156015901569365,5.249359666278938
7.136624523198412,9.07203665883939,5.201212387557434
7.333234138367672,9.32196568768179,5.344502589053555
7.205842596160531,9.160026281009555,5.251658911311507
7.118594852107057,9.049117443101487,5.188072261112627
7.011787378262089,8.913344387504985,5.110230369019193
7.024817900963083,8.929908714133491,5.119727087792676
7.182876691417718,9.130832153021883,5.234921229813553
7.000167823199372,8.898573674943925,5.101761971454819
7.184810559885288,9.133290475660848,5.236330644109728
7.381631759587367,9.383488469562561,5.3797750496121735
7.346498307307226,9.338827024084948,5.354169590529505
7.012706595561714,8.91451289132812,5.110900299795308
7.344952872389657,9.336862475973938,5.353043268805377
7.087124574240961,9.009112604184008,5.165136544297914
7.210448317716936,9.165881048156725,5.255015587277146
7.094019939910056,9.017877953954448,5.1701619258656635
7.412374781017513,9.422568824219185,5.40218073781584
7.101246071064422,9.027063770935696,5.1754283711931475
7.153631469309094,9.093655792376467,5.21360714624172
7.225316200442217,9.184781016437896,5.265851384446538
