prediction,superior,inferior
13.75,27.571158809219025,-0.07115880921902473
14.83992002142871,28.661078830647735,1.0187612122096859
10.958135509774763,24.779294318993788,-2.8630232994442615
9.727964493293758,23.549123302512783,-4.093194315925267
11.38390106755185,25.205059876770875,-2.4372577416671746
12.230442645957803,26.05160145517683,-1.590716163261222
12.703725063148752,26.524883872367777,-1.1174337460702723
9.768161778922572,23.589320588141597,-4.052997030296453
10.0406288151416,23.861787624360623,-3.7805299940774244
10.099146262815259,23.92030507203428,-3.722012546403766
9.02885801619669,22.850016825415715,-4.792300793022335
8.872437310890446,22.69359612010947,-4.948721498328579
8.724585817857074,22.545744627076097,-5.096572991361951
7.659988314662508,21.481147123881534,-6.161170494556517
8.48205884043196,22.303217649650986,-5.339099968787064
8.652458326852292,22.47361713607132,-5.168700482366733
9.342003893538761,23.163162702757788,-4.4791549156802635
8.415740393115486,22.236899202334513,-5.405418416103538
8.565279506163337,22.386438315382364,-5.255879303055687
8.980243172933097,22.80140198215212,-4.840915636285928
9.449961505799394,23.27112031501842,-4.371197303419631
8.65375420001093,22.474913009229954,-5.167404609208095
6.929000360621191,20.750159169840217,-6.892158448597834
7.725272255689114,21.546431064908138,-6.095886553529911
7.7683032355685855,21.58946204478761,-6.052855573650439
9.79237602813237,23.613534837351395,-4.0287827810866546
9.115156756966748,22.936315566185772,-4.706002052252277
8.809319628758125,22.63047843797715,-5.0118391804609
8.984312954119986,22.80547176333901,-4.836845855099039
9.21107589954654,23.032234708765564,-4.610082909672485
7.545867258456874,21.367026067675898,-6.275291550762151
7.4508268660367625,21.271985675255788,-6.370331943182262
9.38953721321273,23.210696022431755,-4.431621596006295
7.869443518498437,21.69060232771746,-5.951715290720588
7.045282678603438,20.866441487822463,-6.775876130615587
7.459849423681611,21.281008232900636,-6.361309385537414
7.44818552499648,21.269344334215504,-6.372973284222545
6.238861147753165,20.06001995697219,-7.5822976614658595
7.019788611856351,20.840947421075377,-6.801370197362674
5.258308454575814,19.07946726379484,-8.56285035464321
6.9490920573168005,20.770250866535825,-6.872066751902224
7.456549654670287,21.27770846388931,-6.364609154548738
6.200847858392471,20.022006667611496,-7.620310950826553
6.685195742425987,20.50635455164501,-7.135963066793038
6.833710920953978,20.654869730173004,-6.987447888265047
6.464089683155132,20.28524849237416,-7.357069126063893
7.3289755301089325,21.150134339327956,-6.492183279110092
8.902490507741115,22.72364931696014,-4.91866830147791
6.570832246097704,20.39199105531673,-7.2503265631213205
8.496962912426754,22.31812172164578,-5.32419589679227
10.833384273194334,24.65454308241336,-2.9877745360246912
11.608854747925985,25.43001355714501,-2.2123040612930396
10.098624541708585,23.91978335092761,-3.72253426751044
11.395228814572404,25.216387623791427,-2.425929994646621
10.80655582828211,24.627714637501136,-3.014602980936914
11.628089872732025,25.449248681951048,-2.193068936487
14.211633699966841,28.032792509185867,0.39047489074781616
15.276885421463131,29.098044230682156,1.4557266122441064
15.338875645672625,29.16003445489165,1.5177168364535998
15.272021088761276,29.0931798979803,1.4508622795422514
