date,prediction,superior,inferior,std
2022-12,5.267449999999999,6.9199101429008465,3.6149898570991525,0.20758269080304578
2023-01,5.202138898561803,6.834110191636724,3.5701676054868825,0.17382792100396957
2023-02,5.312651285213529,6.979291595410364,3.6460109750166945,0.18052150283896296
2023-03,5.3675327017119985,7.0513899486333695,3.683675454790627,0.1821618965569064
2023-04,5.4427189410942765,7.150162983120265,3.735274899068288,0.13753922308713362
2023-05,5.441146703686848,7.148097516607491,3.734195890766205,0.11608053227882446
2023-06,5.5091965438807815,7.237495380731646,3.780897707029917,0.1088561364400524
2023-07,5.462958871082411,7.176752413834652,3.7491653283301702,0.11642932127977672
2023-08,5.522406649367089,7.254849649484742,3.7899636492494366,0.11412189185842811
2023-09,5.567549175986818,7.314153910148256,3.820944441825379,0.12136734440815074
2023-10,5.671600788011459,7.450847719379384,3.8923538566435347,0.13967704136516454
2023-11,5.725786639976724,7.5220323014098085,3.92954097854364,0.15601035635971713
2023-12,5.7288413907497775,7.526045362921258,3.9316374185782967,0.1615991893591007
2024-01,5.799655243839043,7.619074342835694,3.980236144842391,0.15465665120297734
2024-02,5.864033129071037,7.703648317148764,4.024417940993309,0.16081034426161245
2024-03,5.848136200501769,7.682764337756944,4.0135080632465945,0.15968076828739153
2024-04,5.906698298967644,7.7596980455593085,4.053698552375979,0.1657399889157942
2024-05,5.888415336317222,7.7356795055281875,4.041151167106257,0.15961053893197172
2024-06,6.011312146800745,7.897130470491327,4.125493823110163,0.16834936672149697
2024-07,6.020422830229884,7.909099280953706,4.131746379506062,0.15864123747395473
2024-08,6.127387789354079,8.049620388050782,4.205155190657376,0.1598333429640611
2024-09,6.092626656098841,8.003954284226037,4.181299027971645,0.1479072122413645
2024-10,6.25292407101332,8.214538856903042,4.291309285123598,0.16404542207431264
2024-11,6.193974007063773,8.137095474346184,4.250852539781363,0.16443911588624213
2024-12,6.203447792751132,8.149541296455482,4.2573542890467815,0.15595530464812707
2025-01,6.316705482577143,8.29832923684192,4.335081728312368,0.1616435714490382
2025-02,6.403810089602245,8.412759569098778,4.394860610105712,0.17642670592557777
2025-03,6.537244744100276,8.588054221933715,4.486435266266836,0.19609855056845338
2025-04,6.477767148861121,8.509917815404792,4.445616482317449,0.19755558995555514
2025-05,6.595847217393855,8.665040970615395,4.526653464172314,0.19825483813509412
2025-06,6.742550704426917,8.857767042608298,4.627334366245537,0.2225832293852412
2025-07,6.731965371048147,8.843860967408013,4.620069774688281,0.22722934288022834
2025-08,6.913240825635319,9.082004634050644,4.744477017219993,0.2561618758881626
2025-09,6.938650613429157,9.11538576691067,4.7619154599476445,0.2636230750558141
2025-10,6.966167809390474,9.151535426316437,4.780800192464511,0.2766213098200037
2025-11,7.13907643103544,9.378687487506578,4.899465374564302,0.2893819806906156
2025-12,7.128537404517945,9.364842246166894,4.892232562868996,0.27859505466166806
2026-01,7.141301389081632,9.381610440691016,4.900992337472248,0.2658398963632511
2026-02,7.0659226777873245,9.28258455362151,4.84926080195314,0.24154362534025406
2026-03,7.228869037840171,9.496649076242221,4.961088999438122,0.23876402512629716
2026-04,7.281012729951592,9.565150849193103,4.996874610710082,0.21406919198377497
2026-05,7.3019530991109445,9.592660454968552,5.011245743253337,0.19195131713370847
2026-06,7.195608541862614,9.452954377009574,4.938262706715655,0.16960837772822177
2026-07,7.326701784627898,9.625173090101724,5.028230479154072,0.14126943166553185
2026-08,7.242894425939567,9.515074391217613,4.970714460661521,0.12524476795992737
2026-09,7.305550891140696,9.597386916075676,5.013714866205715,0.1092438218348656
2026-10,7.369058546490906,9.68081765930243,5.05729943367938,0.09380021694729151
2026-11,7.333410081541129,9.633985857541655,5.032834305540604,0.0939768629848091
2026-12,7.399859163413965,9.721280786898038,5.078437539929892,0.09643587402731539
2027-01,7.430038694220788,9.760927986461038,5.099149401980538,0.09849010946433231
2027-02,7.441218010661655,9.775614384097437,5.106821637225872,0.07837399859340431
2027-03,7.425655246451506,9.755169400298943,5.0961410926040696,0.07785063107536465
2027-04,7.384254010818418,9.700780116986138,5.067727904650698,0.07670715905052557
2027-05,7.481304168316966,9.828276034222055,5.134332302411877,0.08436111323891847
2027-06,7.524107563767939,9.88450735114614,5.163707776389737,0.07882507881323296
2027-07,7.411590275369918,9.736692084700866,5.08648846603897,0.07653396163153195
2027-08,7.535890622021307,9.899986891402218,5.171794352640395,0.06977591878788224
2027-09,7.5470306933210685,9.914621732241686,5.179439654400451,0.06852758068445132
2027-10,7.568135042385404,9.942346760319717,5.193923324451092,0.07362449208730924
2027-11,7.604040164003867,9.989515734922168,5.218564593085565,0.07381618861614109
