date,prediction,superior,inferior,std
2022-12,13.75,26.551839629044395,0.9481603709556055,1.497915093037638
2023-01,13.482773417930371,26.284613046974766,0.6809337888859766,1.0985357285609523
2023-02,14.498545560546457,27.300385189590852,1.6967059315020627,0.9328430094347561
2023-03,11.979044084411731,24.780883713456127,-0.8227955446326636,0.8053143252947822
2023-04,13.786610725821289,26.588450354865685,0.9847710967768943,0.6557510768734465
2023-05,12.401736931067262,25.203576560111657,-0.4001026979771325,0.6832223558580125
2023-06,11.806004119031812,24.607843748076206,-0.9958355100125829,0.8233250515727044
2023-07,12.131719661614929,24.933559290659325,-0.670119967429466,0.89299115849459
2023-08,12.369332351216997,25.17117198026139,-0.43250727782739773,0.9119613686884669
2023-09,10.863802877716623,23.665642506761017,-1.9380367513277719,1.093590455458273
2023-10,11.542173207496276,24.34401283654067,-1.2596664215481184,1.1194777425092015
2023-11,11.223431070775451,24.025270699819846,-1.5784085582689436,1.1407819479759058
2023-12,11.594651422167635,24.39649105121203,-1.2071882068767597,1.0923717798462762
2024-01,12.42216909646451,25.224008725508902,-0.37967053257988503,1.0296680795650164
2024-02,10.74146575516236,23.543305384206754,-2.0603738738820354,0.8239239900650055
2024-03,11.19957414396475,24.001413773009144,-1.602265485079645,0.847946628461926
2024-04,10.468222291188514,23.27006192023291,-2.3336173378558804,0.6799374781356168
2024-05,12.306781351521646,25.10862098056604,-0.4950582775227481,0.6697744179338546
2024-06,11.373024988475807,24.1748646175202,-1.4288146405685875,0.6667245465746077
2024-07,12.999622284852197,25.801461913896592,0.19778265580780285,0.7770910779325564
2024-08,12.157869462958748,24.959709092003145,-0.6439701660856461,0.7600730289945725
2024-09,11.73312966675616,24.534969295800554,-1.068709962288235,0.7268920304774408
2024-10,13.23638059092443,26.038220219968824,0.4345409618800353,0.8575107589197717
2024-11,10.372095633690476,23.173935262734872,-2.4297439953539186,0.9397420755531839
2024-12,11.251436750770523,24.053276379814918,-1.5504028782738715,0.9489844763795127
2025-01,12.725462630810268,25.527302259854665,-0.07637699823412625,0.9740101734925162
2025-02,11.07118572127506,23.873025350319455,-1.7306539077693337,0.9484026279318808
2025-03,10.852377244668018,23.654216873712414,-1.9494623843763765,0.9714453687118035
2025-04,11.106265304318978,23.908104933363372,-1.695574324725417,0.9128572604877571
2025-05,10.429847684528092,23.231687313572486,-2.371991944516303,0.9706457643356682
2025-06,9.693710966937957,22.49555059598235,-3.108128662106438,1.1176891931383135
2025-07,9.6603922896454,22.462231918689795,-3.1414473393989937,1.1176819843039305
2025-08,9.36453637399343,22.166376003037826,-3.4373032550509652,1.1867216402170762
2025-09,10.192313205890017,22.99415283493441,-2.609526423154378,1.1785664976355705
2025-10,7.9418396284073145,20.74367925745171,-4.86000000063708,1.1866864557152699
2025-11,8.747273128009324,21.54911275705372,-4.054566501035071,1.2779130504514795
2025-12,8.553354687059755,21.35519431610415,-4.248484941984639,1.3228498379787514
2026-01,8.480952169777037,21.28279179882143,-4.320887459267357,1.0815304284403962
2026-02,7.086913226363721,19.888752855408114,-5.714926402680674,1.2168822401805486
2026-03,7.058137596900344,19.85997722594474,-5.743702032144051,1.2801838987814615
2026-04,5.999582478788657,18.80142210783305,-6.802257150255738,1.3714326906862944
2026-05,7.887430513619848,20.689270142664242,-4.914409115424546,1.2545774744158753
2026-06,8.60382115446442,21.405660783508814,-4.198018474579975,1.189278470597933
2026-07,7.073133364543776,19.87497299358817,-5.728706264500619,1.153839894271856
2026-08,8.051583246137252,20.853422875181646,-4.750256382907143,1.0811753018127022
2026-09,8.458161133010405,21.2600007620548,-4.34367849603399,0.848413507884449
2026-10,9.153499671607149,21.955339300651545,-3.648339957437246,0.9311897758080099
2026-11,10.32635648599899,23.128196115043384,-2.4754831430454054,1.144420296838106
2026-12,10.073820378090694,22.87566000713509,-2.7280192509537002,1.28001501391786
2027-01,10.679745191622718,23.481584820667113,-2.1220944374216764,1.4691946148506354
2027-02,12.543726244478467,25.34556587352286,-0.25811338456592736,1.8346428439179785
2027-03,12.9860403069588,25.787879936003193,0.18420067791440609,2.095021945526159
2027-04,12.408951440054677,25.210791069099074,-0.39288818898971734,1.985783840613683
2027-05,16.544781233205843,29.346620862250237,3.742941604161448,2.6634317810894634
2027-06,15.471573553246026,28.27341318229042,2.6697339242016316,2.9261951499099292
2027-07,15.369433590798662,28.17127321984306,2.567593961754268,2.855225583966156
2027-08,17.390437441106677,30.19227707015107,4.588597812062282,2.9982121409251423
2027-09,17.69665526835734,30.498494897401734,4.894815639312945,3.019220576577605
2027-10,17.294277010680077,30.09611663972447,4.492437381635682,2.893454013320934
2027-11,16.5782981333739,29.380137762418293,3.7764585043295043,2.7164277473874527
